locality,state,postcode,count
Silverwater,NSW,2264,154
Buchanan,NSW,2323,154
Bunnan,NSW,2337,154
Winton,NSW,2344,154
Thora,NSW,2454,154
Pumpenbil,NSW,2484,154
Kawarren,VIC,3249,154
Colignan,VIC,3494,154
Kiamba,QLD,4560,154
Crystal Brook,QLD,4800,154
Wujal Wujal,QLD,4895,154
Woods Point,SA,5253,154
Tooperang,SA,5255,154
Oodnadatta,SA,5734,154
Shackleton,WA,6386,154
Hellyer,TAS,7321,154
Barunga,NT,0852,153
Nelsons Plains,NSW,2324,153
Middle Brook,NSW,2337,153
Boomi,NSW,2405,153
Cawdor,NSW,2570,153
Fitzroy Falls,NSW,2577,153
Lidster,NSW,2800,153
Berriwillock,VIC,3531,153
Emu Creek,VIC,3551,153
Narracan,VIC,3824,153
Bemm River,VIC,3889,153
Spring Creek,QLD,4343,153
Paterson,QLD,4570,153
Bartle Frere,QLD,4861,153
Wrights Creek,QLD,4869,153
Willyaroo,SA,5255,153
Lucky Bay,SA,5602,153
Warramboo,SA,5650,153
Oakhampton,NSW,2320,152
North Star,NSW,2408,152
Lorne,NSW,2439,152
Tatham,NSW,2471,152
Polo Flat,NSW,2630,152
Binya,NSW,2665,152
Yetholme,NSW,2795,152
Ulan,NSW,2850,152
Woodend North,VIC,3442,152
Sunday Creek,VIC,3658,152
Yannathan,VIC,3981,152
Austinville,QLD,4213,152
Clarendon,QLD,4311,152
Miara,QLD,4673,152
Tumoulin,QLD,4888,152
Tarcowie,SA,5431,152
Sevenhill,SA,5453,152
Walkaway,WA,6528,152
Pelverata,TAS,7150,152
Great Mackerel Beach,NSW,2108,151
Halls Creek,NSW,2346,151
Stratford,NSW,2422,151
Glenugie,NSW,2460,151
Scarborough,NSW,2515,151
Blairmount,NSW,2559,151
Tirrannaville,NSW,2580,151
Beverford,VIC,3590,151
Medindie Gardens,SA,5081,151
Verdun,SA,5245,151
Cannawigara,SA,5268,151
Sandfly,TAS,7150,151
Moonan Flat,NSW,2337,150
Hillville,NSW,2430,150
Kalang,NSW,2454,150
Dirty Creek,NSW,2456,150
Currawang,NSW,2580,150
Wyuna,VIC,3620,150
Hazelwood South,VIC,3840,150
Waratah Bay,VIC,3959,150
Booubyjan,QLD,4601,150
Inverlaw,QLD,4610,150
Lawgi Dawes,QLD,4716,150
Haines,SA,5223,150
Picton East,WA,6229,150
North Boyanup,WA,6237,150
Eggs And Bacon Bay,TAS,7112,150
Congewai,NSW,2325,149
Killabakh,NSW,2429,149
Dundurrabin,NSW,2453,149
Lindendale,NSW,2480,149
Tumblong,NSW,2729,149
Purnim,VIC,3278,149
Serpentine,VIC,3517,149
Miepoll,VIC,3666,149
Laceby,VIC,3678,149
Staghorn Flat,VIC,3691,149
Devenish,VIC,3726,149
Colinton,QLD,4314,149
Baffle Creek,QLD,4674,149
Palmyra,QLD,4751,149
Hull Heads,QLD,4854,149
Poruma Island,QLD,4875,149
Frances,SA,5262,149
Wilburville,TAS,7030,149
Koonya,TAS,7187,149
Clybucca,NSW,2440,148
Wanaaring,NSW,2840,148
Fifield,NSW,2875,148
Gnarwarre,VIC,3221,148
Larpent,VIC,3249,148
Elmhurst,VIC,3469,148
Highlands,VIC,3660,148
Gooram,VIC,3666,148
Bromelton,QLD,4285,148
Eukey,QLD,4380,148
Struck Oil,QLD,4714,148
Bolivar,SA,5110,148
Bradbury,SA,5153,148
Blakiston,SA,5250,148
Peake,SA,5301,148
Bookpurnong,SA,5333,148
Dutton,SA,5356,148
Ungarra,SA,5607,148
Anmatjere,NT,0872,147
Blandford,NSW,2338,147
Brierfield,NSW,2454,147
Mount Burrell,NSW,2484,147
Coolangatta,NSW,2535,147
Burrangong,NSW,2594,147
Myall Park,NSW,2681,147
Kanimbla,NSW,2790,147
Peel,NSW,2795,147
Goolma,NSW,2852,147
Elaine,VIC,3334,147
Lemnos,VIC,3631,147
Nambrok,VIC,3847,147
Mount Marshall,QLD,4362,147
Swanfels,QLD,4371,147
Whetstone,QLD,4387,147
Hannaford,QLD,4406,147
Eromanga,QLD,4480,147
East End,QLD,4695,147
Kennedy,QLD,4816,147
Long Pocket,QLD,4850,147
Jaggan,QLD,4885,147
Parafield,SA,5106,147
Yongala,SA,5493,147
Bowmans,SA,5550,147
Jalbarragup,WA,6275,147
Crabtree,TAS,7109,147
Bradys Lake,TAS,7140,147
Little Swanport,TAS,7190,147
Niangala,NSW,2354,146
North Dorrigo,NSW,2453,146
Bibbenluke,NSW,2632,146
Clarence,NSW,2790,146
Budgee Budgee,NSW,2850,146
Albert,NSW,2873,146
Sunset Strip,NSW,2879,146
Tibooburra,NSW,2880,146
Illowa,VIC,3282,146
Faraday,VIC,3451,146
Tallangatta Valley,VIC,3701,146
Tirroan,QLD,4671,146
Alpurrurulam,QLD,4825,146
Reedy Creek,SA,5275,146
Ferguson,WA,6236,146
Kayena,TAS,7270,146
Metz,NSW,2350,145
Temagog,NSW,2440,145
Deer Vale,NSW,2453,145
Baw Baw,NSW,2580,145
Merriwagga,NSW,2652,145
Leadville,NSW,2844,145
Modewarre,VIC,3240,145
Mount Rowan,VIC,3352,145
Metcalfe,VIC,3448,145
Powelltown,VIC,3797,145
Palen Creek,QLD,4287,145
Wanora,QLD,4306,145
Redbank Creek,QLD,4312,145
Mulgowie,QLD,4341,145
Ellangowan,QLD,4361,145
Towen Mountain,QLD,4560,145
Sandy Ridges,QLD,4615,145
Helens Hill,QLD,4850,145
Nerada,QLD,4860,145
Yatala Vale,SA,5126,145
Delamere,SA,5204,145
Woodchester,SA,5255,145
Blackfellows Caves,SA,5291,145
Nelshaby,SA,5540,145
Port Kenny,SA,5671,145
Denial Bay,SA,5690,145
Copley,SA,5732,145
Wokalup,WA,6221,145
East Pingelly,WA,6308,145
North West Cape,WA,6707,145
Mount Rumney,TAS,7170,145
Mathinna,TAS,7214,145
Beechford,TAS,7252,145
Muscle Creek,NSW,2333,144
Blackville,NSW,2343,144
Glenthorne,NSW,2430,144
Curban,NSW,2827,144
Enngonia,NSW,2840,144
Tannymorel,QLD,4372,144
Coowonga,QLD,4702,144
Gogango,QLD,4702,144
Murray Upper,QLD,4854,144
Caurnamont,SA,5238,144
Flinders Ranges,SA,5434,144
Redbanks,SA,5502,144
Yaninee,SA,5653,144
Dysart,TAS,7030,144
Aberdeen,TAS,7310,144
Wollomombi,NSW,2350,143
Barry,NSW,2799,143
Bungaree,VIC,3352,143
Dunnstown,VIC,3352,143
Dartmouth,VIC,3701,143
Howqua Inlet,VIC,3723,143
Nilma North,VIC,3821,143
North Stradbroke Island,QLD,4183,143
Ringtail Creek,QLD,4565,143
Kidaman Creek,QLD,4574,143
Wonbah,QLD,4671,143
Kunwarara,QLD,4702,143
Mutarnee,QLD,4816,143
Kuitpo,SA,5201,143
Back Valley,SA,5211,143
Avenue Range,SA,5273,143
Wandilo,SA,5291,143
Eurelia,SA,5431,143
Wungong,WA,6112,143
Edith,NT,0852,142
Peats Ridge,NSW,2250,142
Coolatai,NSW,2402,142
Hernani,NSW,2453,142
Glenquarry,NSW,2576,142
Frogmore,NSW,2586,142
Mckellars Park,NSW,2790,142
Watchem,VIC,3482,142
Kyvalley,VIC,3621,142
Walhalla,VIC,3825,142
Wallumbilla South,QLD,4428,142
Neurum,QLD,4514,142
Three Moon,QLD,4630,142
Farnsfield,QLD,4660,142
Anakie Siding,QLD,4702,142
St Kilda,SA,5110,142
Gould Creek,SA,5114,142
Cradock,SA,5432,142
Nowergup,WA,6032,142
Yealering,WA,6372,142
Ferodale,NSW,2318,141
Maitland Vale,NSW,2320,141
Mccullys Gap,NSW,2333,141
Marlee,NSW,2429,141
Chillingham,NSW,2484,141
Eungella,NSW,2484,141
Tanja,NSW,2550,141
Couridjah,NSW,2571,141
Berringa,VIC,3351,141
Dingee,VIC,3571,141
Markwood,VIC,3678,141
Jarrahmond,VIC,3888,141
Bollier,QLD,4570,141
Miva,QLD,4570,141
Coalstoun Lakes,QLD,4621,141
Orange Creek,QLD,4715,141
Mossman Gorge,QLD,4873,141
Kangaroo Flat,SA,5118,141
Cassini,SA,5223,141
Wisanger,SA,5223,141
Whyte Yarcowie,SA,5420,141
Sunnybrae,SA,5422,141
Dingup,WA,6258,141
Dooralong,NSW,2259,140
Gungal,NSW,2333,140
Maules Creek,NSW,2382,140
Braunstone,NSW,2460,140
Yatte Yattah,NSW,2539,140
Yowrie,NSW,2550,140
Barrengarry,NSW,2577,140
Ceres,VIC,3221,140
Separation Creek,VIC,3234,140
Magpie,VIC,3352,140
Bagshot,VIC,3551,140
Glenaroua,VIC,3764,140
Churchable,QLD,4311,140
Flagstone Creek,QLD,4344,140
Pilton,QLD,4361,140
Cottonvale,QLD,4375,140
Grosmont,QLD,4419,140
Monduran,QLD,4671,140
Kirknie,QLD,4806,140
Fishery Falls,QLD,4871,140
Woopen Creek,QLD,4871,140
Chewko,QLD,4880,140
Bugle Ranges,SA,5251,140
Kulikup,WA,6244,140
Wallarah,NSW,2259,139
Bithramere,NSW,2340,139
Bugaldie,NSW,2357,139
Jacks Creek,NSW,2390,139
Pooncarie,NSW,2648,139
San Isidore,NSW,2650,139
Rosewood,NSW,2652,139
Mcmahons Creek,VIC,3799,139
Morgan Park,QLD,4370,139
Eumamurrin,QLD,4455,139
Kelsey Creek,QLD,4800,139
New Harbourline,QLD,4858,139
Monarto,SA,5254,139
Mount Light,SA,5271,139
Marks Landing,SA,5354,139
Gulnare,SA,5471,139
Beltana,SA,5730,139
Springfield,WA,6525,139
Buckland,TAS,7190,139
Redbournberry,NSW,2330,138
Blackmans Point,NSW,2444,138
Argents Hill,NSW,2449,138
Brushgrove,NSW,2460,138
Cawongla,NSW,2474,138
Teven,NSW,2478,138
Duramana,NSW,2795,138
Georges Plains,NSW,2795,138
Ballimore,NSW,2830,138
Calivil,VIC,3573,138
Woorinen,VIC,3589,138
Dhurringile,VIC,3610,138
Arcadia,VIC,3631,138
Eurobin,VIC,3739,138
Neerim,VIC,3831,138
Fulham,VIC,3851,138
Wiseleigh,VIC,3885,138
Laravale,QLD,4285,138
Sandy Camp,QLD,4361,138
Dalcouth,QLD,4380,138
Boogan,QLD,4871,138
Dawesley,SA,5252,138
Glenroy,SA,5277,138
Bower,SA,5374,138
Sultana Point,SA,5583,138
Mount Direction,TAS,7252,138
Golden Valley,TAS,7304,138
Northdown,TAS,7307,138
Connellan,NT,0873,137
Bilgola Beach,NSW,2107,137
Herons Creek,NSW,2439,137
Bingie,NSW,2537,137
Marchmont,NSW,2582,137
Werrimull,VIC,3496,137
North Gregory,QLD,4660,137
New Moonta,QLD,4671,137
Black Jack,QLD,4820,137
Mount George,SA,5155,137
Keilira,SA,5275,137
Ramco Heights,SA,5322,137
Cross Roads,SA,5558,137
Meelon,WA,6208,137
Kununoppin,WA,6489,137
Mooliabeenee,WA,6504,137
Bronte Park,TAS,7140,137
Gormanston,TAS,7466,137
Wybong,NSW,2333,136
Belbora,NSW,2422,136
Numulgi,NSW,2480,136
Bendick Murrell,NSW,2803,136
Woorndoo,VIC,3272,136
Musk,VIC,3461,136
Iona,VIC,3815,136
Swanbank,QLD,4306,136
Cloyna,QLD,4605,136
Duingal,QLD,4671,136
Dumbleton,QLD,4740,136
Wongabel,QLD,4883,136
Wild Dog Valley,SA,5271,136
Perlubie,SA,5680,136
Redmond,WA,6327,136
Mokine,WA,6401,136
Musselroe Bay,TAS,7264,136
Brandum,TAS,7304,136
Calder,TAS,7325,136
Seahampton,NSW,2286,135
Murrays Run,NSW,2325,135
Segenhoe,NSW,2337,135
Wells Crossing,NSW,2460,135
Tullera,NSW,2480,135
Tyagarah,NSW,2481,135
Badgerys Creek,NSW,2555,135
Moorbel,NSW,2804,135
Port Franklin,VIC,3964,135
Wyandra,QLD,4489,135
Meldale,QLD,4510,135
Branch Creek,QLD,4625,135
Dundathu,QLD,4650,135
North Eton,QLD,4741,135
Toolakea,QLD,4818,135
Euramo,QLD,4854,135
Bibaringa,SA,5118,135
Long Flat,SA,5253,135
Kindred,TAS,7310,135
Gowrie,NSW,2330,134
Euroka,NSW,2440,134
Cooperabung,NSW,2441,134
Hannam Vale,NSW,2443,134
Upper Corindi,NSW,2456,134
Blighty,NSW,2713,134
Byrock,NSW,2831,134
Piambong,NSW,2850,134
Wildwood,VIC,3429,134
Spring Hill,VIC,3444,134
Eganstown,VIC,3461,134
Bailieston,VIC,3608,134
Cheshunt,VIC,3678,134
Murrindindi,VIC,3717,134
Guys Hill,VIC,3807,134
Meerlieu,VIC,3862,134
Coulson,QLD,4310,134
Hoya,QLD,4310,134
Mount Whitestone,QLD,4347,134
Mowbullan,QLD,4405,134
Jackson,QLD,4426,134
Hodgleigh,QLD,4610,134
St Helens,QLD,4650,134
Foreshores,QLD,4678,134
Dajarra,QLD,4825,134
Peacock Siding,QLD,4850,134
Degarra,QLD,4895,134
Kybybolite,SA,5262,134
Wangolina,SA,5275,134
Cockburn,SA,5440,134
Middle Beach,SA,5501,134
Muluckine,WA,6401,134
Travellers Rest,TAS,7250,134
Amata,NT,0872,133
Willawarrin,NSW,2440,133
Talarm,NSW,2447,133
Warrell Creek,NSW,2447,133
Mountain View,NSW,2460,133
Crystal Creek,NSW,2484,133
Guerilla Bay,NSW,2536,133
Greenwich Park,NSW,2580,133
Brocklesby,NSW,2642,133
Gilmore,NSW,2720,133
Cudgee,VIC,3265,133
Nullawarre,VIC,3268,133
Boynewood,QLD,4626,133
Eureka,QLD,4660,133
River Ranch,QLD,4680,133
Kilcummin,QLD,4721,133
Homestead,QLD,4816,133
Reid River,QLD,4816,133
Yattalunga,SA,5114,133
Maaoupe,SA,5277,133
Brookhampton,WA,6239,133
Windermere,TAS,7252,133
Turners Marsh,TAS,7267,133
Downlands,TAS,7320,133
Sedgefield,NSW,2330,132
Broughton Vale,NSW,2535,132
Borambola,NSW,2650,132
Billimari,NSW,2804,132
Coolabah,NSW,2831,132
Swan Marsh,VIC,3249,132
Scotts Creek,VIC,3267,132
Tyrendarra,VIC,3285,132
Ruffy,VIC,3666,132
Willowmavin,VIC,3764,132
Bonang,VIC,3888,132
Beebo,QLD,4385,132
Eulo,QLD,4491,132
Bellthorpe,QLD,4514,132
Nankin,QLD,4701,132
Shoalwater,QLD,4702,132
Camboon,QLD,4719,132
Upper Daintree,QLD,4873,132
Carrington,QLD,4883,132
Penwortham,SA,5453,132
Boorara Brook,WA,6262,132
Dalyup,WA,6450,132
Flintstone,TAS,7030,132
Natone,TAS,7321,132
Flowerdale,TAS,7325,132
Dundee Forest,NT,0840,131
Dundee,NSW,2370,131
Mullaley,NSW,2379,131
Allworth,NSW,2425,131
Koolkhan,NSW,2460,131
Carool,NSW,2486,131
Woodlands,NSW,2575,131
Mongarlowe,NSW,2622,131
Grogan,NSW,2666,131
Cumberland Reach,NSW,2756,131
Sackville,NSW,2756,131
Johanna,VIC,3238,131
Mount Moriac,VIC,3240,131
Lauriston,VIC,3444,131
Glengarry North,VIC,3854,131
Muirlea,QLD,4306,131
Tarome,QLD,4309,131
Kulpi,QLD,4352,131
Columboola,QLD,4415,131
Theebine,QLD,4570,131
Boolboonda,QLD,4671,131
Stonehenge,QLD,4730,131
Geranium,SA,5301,131
East Moonta,SA,5558,131
Mount Dutton Bay,SA,5607,131
Nambeelup,WA,6207,131
Mullalyup,WA,6252,131
Watheroo,WA,6513,131
Westerway,TAS,7140,131
Four Mile Creek,TAS,7215,131
Lower Barrington,TAS,7306,131
Marrawah,TAS,7330,131
Eagleton,NSW,2324,130
Golspie,NSW,2580,130
Beckom,NSW,2665,130
Newlyn North,VIC,3364,130
Ashbourne,VIC,3442,130
Swanpool,VIC,3673,130
Tarampa,QLD,4311,130
Ropeley,QLD,4343,130
Tuckerang,QLD,4411,130
Hungerford,QLD,4493,130
Windera,QLD,4605,130
Fairy Bower,QLD,4700,130
Almaden,QLD,4871,130
Conmurra,SA,5272,130
Mannanarie,SA,5422,130
Wonnerup,WA,6280,130
Koolyanobbing,WA,6427,130
Kingsford,WA,6701,130
Gladstone,TAS,7264,130
Ben Lomond,NSW,2365,129
Blue Knob,NSW,2480,129
Morton,NSW,2538,129
Garvoc,VIC,3265,129
Gorae West,VIC,3305,129
Buchan South,VIC,3885,129
Redwood,QLD,4350,129
Womina,QLD,4370,129
Grand Secret,QLD,4820,129
Duchess,QLD,4825,129
Parrakie,SA,5301,129
Crescent,SA,5341,129
Ebenezer,SA,5355,129
Broomehill West,WA,6318,129
Watagan,NSW,2325,128
Piallamore,NSW,2340,128
Fernvale,NSW,2484,128
Jerrabomberra,ACT,2600,128
Krawarree,NSW,2622,128
Koallah,VIC,3260,128
Scotsburn,VIC,3352,128
Kingston,VIC,3364,128
Mystic Park,VIC,3579,128
Toora North,VIC,3962,128
Ballard,QLD,4352,128
Eurong,QLD,4581,128
Charlestown,QLD,4608,128
Wengenville,QLD,4615,128
Mundowran,QLD,4626,128
Hudson,QLD,4860,128
Ramco,SA,5322,128
Windsor,SA,5501,128
Ramsay,SA,5575,128
Louth Bay,SA,5607,128
Poochera,SA,5655,128
Belhus,WA,6069,128
Fiddletown,NSW,2159,127
Dangarsleigh,NSW,2350,127
Edgeroi,NSW,2390,127
Fishermans Reach,NSW,2441,127
Southgate,NSW,2460,127
Mckees Hill,NSW,2480,127
Conjola,NSW,2539,127
Illabo,NSW,2590,127
Milbrulong,NSW,2656,127
Kapooka,NSW,2661,127
Kains Flat,NSW,2850,127
Pirron Yallock,VIC,3249,127
Serviceton,VIC,3420,127
Porcupine Ridge,VIC,3461,127
Killingworth,VIC,3717,127
Burramine,VIC,3730,127
Walpa,VIC,3875,127
Emu Creek,QLD,4355,127
Swan Creek,QLD,4370,127
Weengallon,QLD,4497,127
Cambroon,QLD,4552,127
Hawkwood,QLD,4626,127
Canoona,QLD,4702,127
Mount Pelion,QLD,4741,127
Camp Creek,QLD,4871,127
Koppamurra,SA,5271,127
Wynarka,SA,5306,127
Pyap,SA,5333,127
Mount Mary,SA,5374,127
Fowlers Bay,SA,5690,127
Nornalup,WA,6333,127
Scotchtown,TAS,7330,127
Central Mangrove,NSW,2250,126
Yarrahapinni,NSW,2441,126
Mortons Creek,NSW,2446,126
Cambewarra,NSW,2540,126
Reids Flat,NSW,2586,126
Merrygoen,NSW,2831,126
Allendale,VIC,3364,126
Denver,VIC,3461,126
Alma,VIC,3465,126
Eddington,VIC,3472,126
Lascelles,VIC,3487,126
Lalbert,VIC,3542,126
Big Hill,VIC,3555,126
Acheron,VIC,3714,126
Clifton Creek,VIC,3875,126
Kurumbul,QLD,4388,126
Gunnewin,QLD,4455,126
Tuchekoi,QLD,4570,126
Bancroft,QLD,4630,126
Mackenzie River,QLD,4705,126
Moongan,QLD,4714,126
Woodlane,SA,5254,126
Stewart Range,SA,5271,126
Nene Valley,SA,5291,126
Holder,SA,5330,126
Point Pass,SA,5374,126
Poonindie,SA,5607,126
Marla,SA,5724,126
Minnivale,WA,6462,126
Surveyors Bay,TAS,7116,126
Poatina,TAS,7302,126
Gunns Plains,TAS,7315,126
Tumbling Waters,NT,0822,125
Nowendoc,NSW,2354,125
Chatsworth,NSW,2469,125
Knockrow,NSW,2479,125
Possum Creek,NSW,2479,125
Terania Creek,NSW,2480,125
Walbundrie,NSW,2642,125
Springdale,NSW,2666,125
St Fillans,NSW,2850,125
Strathdownie,VIC,3312,125
Sugarloaf Creek,VIC,3658,125
Castella,VIC,3777,125
Ripplebrook,VIC,3818,125
Granite Rock,VIC,3875,125
Vernor,QLD,4306,125
Patrick Estate,QLD,4311,125
Freshwater Point,QLD,4737,125
Lower Daintree,QLD,4873,125
New Mapoon,QLD,4876,125
Glen Allyn,QLD,4885,125
Paris Creek,SA,5201,125
Nangkita,SA,5210,125
Kenton Valley,SA,5233,125
Swanport,SA,5253,125
Crowea,WA,6262,125
Scaddan,WA,6447,125
Neergabby,WA,6503,125
Tunbridge,TAS,7120,125
Umbakumba,NT,0822,124
Mole River,NSW,2372,124
Upper Main Arm,NSW,2482,124
Kangaloon,NSW,2576,124
Cartwrights Hill,NSW,2650,124
Burcher,NSW,2671,124
Dargan,NSW,2786,124
Buckley,VIC,3240,124
Korweinguboora,VIC,3461,124
Knowsley,VIC,3523,124
Yalca,VIC,3637,124
Tallangatta South,VIC,3701,124
Pakenham South,VIC,3810,124
Tarra Valley,VIC,3971,124
Atkinsons Dam,QLD,4311,124
Karara,QLD,4352,124
Wootha,QLD,4552,124
Kinbombi,QLD,4601,124
Tinnanbar,QLD,4650,124
Owens Creek,QLD,4741,124
Conway,QLD,4800,124
Jerona,QLD,4809,124
Hammond,SA,5431,124
Grass Valley,WA,6403,124
Miling,WA,6575,124
Georgica,NSW,2480,123
Tuntable Creek,NSW,2480,123
Good Hope,NSW,2582,123
Galore,NSW,2650,123
Brungle,NSW,2722,123
Allestree,VIC,3305,123
Cashmore,VIC,3305,123
Riverside,VIC,3401,123
Mangalore,VIC,3663,123
Binginwarri,VIC,3966,123
Woodmillar,QLD,4625,123
Sunnyside,QLD,4737,123
Mount Surround,QLD,4809,123
Mount Fox,QLD,4850,123
Maria Creeks,QLD,4855,123
Sundown,QLD,4860,123
Scott Creek,SA,5153,123
Parndana,SA,5220,123
Sherlock,SA,5301,123
Paisley,SA,5357,123
Shea-oak Log,SA,5371,123
Templers,SA,5371,123
Bullaring,WA,6373,123
Wanerie,WA,6503,123
Risdon,TAS,7017,123
Lower Longley,TAS,7109,123
Gretna,TAS,7140,123
Berrilee,NSW,2159,122
Bohena Creek,NSW,2390,122
Gurley,NSW,2398,122
The Pocket,NSW,2483,122
Kunghur,NSW,2484,122
Kingsdale,NSW,2580,122
Uriarra Village,ACT,2611,122
Reidsdale,NSW,2622,122
Clarendon,NSW,2756,122
Ganbenang,NSW,2790,122
Menah,NSW,2850,122
Long Forest,VIC,3340,122
Yendon,VIC,3352,122
Goldie,VIC,3435,122
Mudgegonga,VIC,3737,122
Warragul South,VIC,3821,122
Septimus,QLD,4754,122
Sunnyside,SA,5253,122
Burrungule,SA,5291,122
Alawoona,SA,5311,122
Edillilie,SA,5630,122
Jelcobine,WA,6306,122
King River,WA,6330,122
Crossman,WA,6390,122
Premaydena,TAS,7185,122
Kintore,NT,0872,121
Upper Crystal Creek,NSW,2484,121
Far Meadow,NSW,2535,121
Tarlo,NSW,2580,121
Hoskinstown,NSW,2621,121
Combaning,NSW,2666,121
Navigators,VIC,3352,121
Laanecoorie,VIC,3463,121
Mount Camel,VIC,3523,121
Kirwans Bridge,VIC,3608,121
Harston,VIC,3616,121
Peechelba,VIC,3678,121
Ma Ma Creek,QLD,4347,121
Pampas,QLD,4352,121
Glanmire,QLD,4570,121
Etna Creek,QLD,4702,121
Hartley,SA,5255,121
Boatswain Point,SA,5275,121
Wye,SA,5291,121
Waterloo,SA,5413,121
Butler,SA,5605,121
Tarcoola,SA,5701,121
Burracoppin,WA,6421,121
Abels Bay,TAS,7112,121
Yallah,NSW,2530,120
Perisher Valley,NSW,2624,120
Gelston Park,NSW,2650,120
Willbriggie,NSW,2680,120
Maude,NSW,2711,120
Maryvale,NSW,2820,120
Glenorchy,VIC,3385,120
Sutton Grange,VIC,3448,120
Redbank,VIC,3477,120
Yarragon South,VIC,3823,120
Milford,QLD,4310,120
Benarkin,QLD,4314,120
White Patch,QLD,4507,120
Derri Derra,QLD,4626,120
Goodwood,QLD,4660,120
Victoria Plantation,QLD,4850,120
Tatachilla,SA,5171,120
Burdett,SA,5253,120
Condowie,SA,5464,120
Sheringa,SA,5607,120
Ongerup,WA,6336,120
Gap Ridge,WA,6714,120
Dampier Peninsula,WA,6725,120
Wattle Grove,TAS,7109,120
Lawitta,TAS,7140,120
Glen Martin,NSW,2321,119
Girvan,NSW,2425,119
Bootawa,NSW,2430,119
Empire Vale,NSW,2478,119
Taylors Flat,NSW,2586,119
Ladys Pass,VIC,3523,119
Creightons Creek,VIC,3666,119
Tonimbuk,VIC,3815,119
Cobains,VIC,3851,119
Muckadilla,QLD,4461,119
Bells Bridge,QLD,4570,119
Grahams Creek,QLD,4650,119
Rules Beach,QLD,4674,119
Ridgelands,QLD,4702,119
Green Hill,QLD,4865,119
Moresby,QLD,4871,119
Daintree,QLD,4873,119
Eva Valley,NT,0822,118
Fly Creek,NT,0822,118
Camden Head,NSW,2443,118
Tuckombil,NSW,2477,118
Toothdale,NSW,2550,118
Corbie Hill,NSW,2705,118
Coragulac,VIC,3249,118
Cambrian Hill,VIC,3352,118
Broomfield,VIC,3364,118
Trentham East,VIC,3458,118
Sebastian,VIC,3556,118
Kotupna,VIC,3638,118
Port Of Brisbane,QLD,4178,118
Rollingstone,QLD,4816,118
Munro Plains,QLD,4854,118
Cassowary,QLD,4873,118
Myponga Beach,SA,5202,118
Wongulla,SA,5238,118
Rosedale,SA,5350,118
Whyalla Barson,SA,5601,118
Yallunda Flat,SA,5607,118
Sloping Main,TAS,7186,118
Moriarty,TAS,7307,118
Rocky Point,NSW,2259,117
Kayuga,NSW,2333,117
Aberfoyle,NSW,2350,117
Kelvin,NSW,2380,117
Bendolba,NSW,2420,117
Coomba Bay,NSW,2428,117
Megan,NSW,2453,117
Nerriga,NSW,2622,117
Charbon,NSW,2848,117
Strathewen,VIC,3099,117
Barrabool,VIC,3221,117
Mannerim,VIC,3222,117
Warncoort,VIC,3243,117
Heathmere,VIC,3305,117
Evansford,VIC,3371,117
Bet Bet,VIC,3472,117
Tabilk,VIC,3607,117
Reedy Creek,VIC,3658,117
Hallston,VIC,3953,117
Numinbah Valley,QLD,4211,117
Mount Marrow,QLD,4306,117
Scrubby Mountain,QLD,4356,117
Kia Ora,QLD,4570,117
Pimpimbudgee,QLD,4615,117
Nindaroo,QLD,4740,117
Flametree,QLD,4802,117
Umagico,QLD,4876,117
Oak Beach,QLD,4877,117
Yalata,SA,5690,117
Kudardup,WA,6290,117
Coral Bay,WA,6701,117
Bellingham,TAS,7254,117
Tivendale,NT,0822,116
Tacoma South,NSW,2259,116
Bridgman,NSW,2330,116
Tarriaro,NSW,2390,116
Shannon Brook,NSW,2470,116
Brooklet,NSW,2479,116
Fernleigh,NSW,2479,116
Dreeite,VIC,3249,116
Deep Lead,VIC,3385,116
Lake Charm,VIC,3581,116
Ellaswood,VIC,3875,116
Won Wron,VIC,3971,116
Lamington,QLD,4285,116
Cypress Gardens,QLD,4357,116
Kings Creek,QLD,4361,116
Quinalow,QLD,4403,116
Abercorn,QLD,4627,116
Mcewens Beach,QLD,4740,116
Campaspe,QLD,4820,116
Concordia,SA,5118,116
Binnum,SA,5262,116
Mount Mcintyre,SA,5279,116
Shannon Vale,NSW,2370,115
Ellenborough,NSW,2446,115
Kremnos,NSW,2460,115
Leeville,NSW,2470,115
Stratheden,NSW,2470,115
Woodstock,NSW,2538,115
Aylmerton,NSW,2575,115
Yarra,NSW,2580,115
Bango,NSW,2582,115
Bunyan,NSW,2630,115
Sunny Corner,NSW,2795,115
Kergunyah,VIC,3691,115
Myrrhee,VIC,3732,115
Ovens,VIC,3738,115
Neerim East,VIC,3831,115
Fairney View,QLD,4306,115
Coleyville,QLD,4307,115
Wyaralong,QLD,4310,115
Lefthand Branch,QLD,4343,115
Gowrie Mountain,QLD,4350,115
Maclagan,QLD,4352,115
Pickanjinnie,QLD,4428,115
Landers Shoot,QLD,4555,115
Chelmsford,QLD,4606,115
Cairdbeign,QLD,4722,115
Saibai Island,QLD,4875,115
Moomin,QLD,4887,115
Ward Belt,SA,5118,115
Willalooka,SA,5267,115
Rocky Camp,SA,5280,115
Brenda Park,SA,5320,115
Seppeltsfield,SA,5355,115
Alma,SA,5401,115
Wandearah East,SA,5523,115
Kyancutta,SA,5651,115
North Greenbushes,WA,6254,115
Coonabidgee,WA,6503,115
Muckenburra,WA,6503,115
Wannamal,WA,6505,115
