locality,state,postcode,count
Cadello,VIC,3442,21
Lyal,VIC,3444,21
Spargo Creek,VIC,3461,21
Glenlofty,VIC,3469,21
Wooroonook,VIC,3525,21
Murphys Creek,VIC,3551,21
Kunat,VIC,3585,21
Koetong,VIC,3704,21
Bungeet,VIC,3726,21
Bungeet West,VIC,3726,21
The Heart,VIC,3851,21
Buldah,VIC,3890,21
Wangarabell,VIC,3891,21
Doctors Flat,VIC,3895,21
Gelliondale,VIC,3971,21
Macks Creek,VIC,3971,21
Koo Wee Rup North,VIC,3981,21
Vinegar Hill,QLD,4343,21
Millwood,QLD,4357,21
Upper Wheatvale,QLD,4370,21
Mount Irving,QLD,4401,21
Barramornie,QLD,4416,21
Gwambegwine,QLD,4420,21
Pony Hills,QLD,4454,21
Cheltenham,QLD,4627,21
The Dimonds,QLD,4650,21
Coomoo,QLD,4702,21
Lowestoff,QLD,4723,21
Gunpowder,QLD,4825,21
Ballast Head,SA,5221,21
Cape Borda,SA,5223,21
Claypans,SA,5238,21
Meningie East,SA,5264,21
Morphetts Flat,SA,5320,21
Yamba,SA,5340,21
Bakara,SA,5354,21
Paratoo,SA,5422,21
Kiana,SA,5607,21
Barrabup,WA,6275,21
Inkpen,WA,6302,21
Dwarda,WA,6308,21
Jaloran,WA,6315,21
Magitup,WA,6338,21
Neendaling,WA,6353,21
Little Italy,WA,6359,21
North Kellerberrin,WA,6410,21
Wilgoyne,WA,6479,21
North Trayning,WA,6488,21
Talgomine,WA,6490,21
Gunyidi,WA,6513,21
Allanooka,WA,6525,21
Naraling,WA,6532,21
Lake Ninan,WA,6603,21
Karanja,TAS,7140,21
Strickland,TAS,7140,21
Stormlea,TAS,7184,21
Tooms Lake,TAS,7209,21
Telita,TAS,7264,21
East Arnhem,NT,0822,20
Victoria River,NT,0852,20
Bowling Alley Point,NSW,2340,20
Longarm,NSW,2347,20
Torryburn,NSW,2358,20
Calamia,NSW,2460,20
Lilydale,NSW,2460,20
Moleville Creek,NSW,2460,20
Barringella,NSW,2540,20
Wollumboola,NSW,2540,20
Belowra,NSW,2545,20
Kowen,ACT,2620,20
Rockton,NSW,2632,20
Redlands,NSW,2646,20
